hook,layer,tok,unit,attribution
attn_out,27,5,559,0.021993644535541534
attn_out,27,5,364,0.018710587173700333
attn_out,27,5,309,0.00926985964179039
attn_out,27,5,1436,0.00699624652042985
attn_out,27,5,1724,0.0032308846712112427
attn_out,27,5,813,0.003177535254508257
attn_out,27,5,605,0.0030669616535305977
attn_out,27,5,1026,0.0029081874527037144
attn_out,27,5,92,0.00269869202747941
attn_out,27,5,349,0.002520090900361538
attn_out,27,5,298,0.0025061722844839096
attn_out,27,5,1094,0.0024926955811679363
attn_out,22,5,559,0.0023667793720960617
attn_out,27,5,917,0.002354270778596401
attn_out,17,5,1026,0.0023456974886357784
attn_out,27,5,1770,0.0022632419131696224
attn_out,27,5,1,0.0022232048213481903
attn_out,27,5,98,0.002176449866965413
attn_out,22,5,203,0.002151650842279196
attn_out,27,5,1572,0.0018199613550677896
attn_out,27,5,10,0.0017708104569464922
attn_out,27,5,1584,0.0017540004337206483
attn_out,27,5,1825,0.0017275444697588682
attn_out,27,5,644,0.0017044456908479333
attn_out,27,5,991,0.0016901664203032851
attn_out,27,5,327,0.001660996349528432
attn_out,22,5,1026,0.0016313070664182305
attn_out,27,5,1418,0.0016063409857451916
attn_out,27,5,1468,0.0015949785010889173
attn_out,27,5,476,0.0015719300135970116
attn_out,27,5,130,0.00153877935372293
attn_out,27,5,967,0.0015194083098322153
